geneset	symbol
c3_tft_OSF2_Q6	EIF2C1, FST, LEMD2, PTPN22, HOXD10, SRSF6, BRPF1, PICALM, SIN3A, IFNG, H2AFY, SAP30L, PITX2, STAG1, RAB27A, PI15, RPP21, STC2, C11orf30, C20orf112, ZHX2, KDM5C, FAM53B, SPAG9, ADAMTS8, MTF1, ZNF238, VASN, NDNF, CXCR5, NOB1, STC1, TSC22D1, CLCN3, CCDC56, SRSF8, AKAP13, ITGA10, KCNJ1, OTP, PEA15, DUSP13, TMEM86A, ZDHHC9, IL17F, BAI2, TCF4, SLC31A2, AMD1, IL1RAPL1, NKX2-2, GPD1, SMAD9, HPCAL1, FAM13C, PRRG4, C11orf42, DLX2, SYNE1, TULP4, TBC1D10B, ATP2A2, CNPY4, ARF3, TSGA10, SUPT16H, TCF12, ZNF532, FAM71B, PCDHA1, SPINK5, GPX1, MSRA, MAP1LC3A, CCDC91, ZNF654, SPIB, LMOD1, AGPAT4, FGF4, KCNMA1, MMP14, MMP13, RDH5, INHBA, PROK2, SLC26A6, ZNF362, SLC26A7, FAM63B, RIN1, CHSY1, GREB1L, MAP3K13, ZNF485, CSF2, THAP7, ZBTB8A, COL2A1, IL7R, MTMR3, LPXN, MRPL14, C7orf29, RAB11B, BCL6, RUFY3, ABCD4, PCSK5, MTMR4, C14orf119, HAPLN1, IL3, CEP70, SLC8A1, SPEM1, FLJ35424, SGK1, TBX5, NLK, PROKR1, CSNK2B, ELAVL2, AZIN1, ELAVL3, PHF12, ETF1, KCNV2, ITPR1, NRAS, P2RY10, WNT7B, DKK1, CHN1, NEUROD2, NEUROD1, ATP6V0A1, ATP6V0A4, PAPOLG, C4orf7, TOB1, SRP14, IL16, LMO3, IL17A, C10orf140, FGF10, ZIC1, IDO1, DMPK, MLL5, DAB2, KLHL5, MYOCD, OLIG3, CPA2, SRRM1, TSPAN17, FAM129C, ACIN1, WNT6, KLHDC9, PLEKHA6, HNRNPUL1, NUDT3, MGP, MANEAL, NCAM1, OTOGL, ROGDI, RNF24, AKAP8, CSNK1G3, GPANK1, ASCL4, FGD1, FGFR1, EDC4, SOX2, TWF1, UMOD, AFF4, C14orf162, HOXA5, BLOC1S1, RUNX1, RUNX2, TRAF4, TAF6, WRN, CACNA2D3, SREBF2, HOXB3, CORO1C, HOXB4, ZIC4, HOXB5, DYRK1B, HOXB6, KCTD15, OMG, PHF6, TMEM99, PRRX1, RHOQ, HP, PAX1, APOBR, HEY1, EVI2A, THAP7-AS1, PPP1R14C, TSC22D3, NKX2-1, AKT2, FAM176A, PURG, NOL4, SLA2, RBMXL2, MND1, FERMT2, FAM58A, PIGV, HIPK1, COMMD3, VPS45, GPR15, CYP2A7, JMJD1C, CNTD1, KRAS, APCDD1L, CNIH3, GPRC5C, PPP1R12C, RPA2, RGMA, C1QTNF6, REL, PRDM10, POU2F1, MSI2, PAFAH1B1, PIK3R3, RNF122, NGEF, ERG, DPH1, TRMT1L, FLT3, SWT1, DPYSL5, ZNF775, SIRT1, CELF4, RGS14, TP63, GRHL3, SLC6A9, ID2, DACH2, SDF2L1, MEX3B
c3_tft_P300_01	SLC9A6, SYNCRIP, RORC, MAP3K4, PICALM, PPP1R1B, NKX6-2, RARA, ZNF395, PTBP2, DDAH2, STAG2, BHLHE41, TWIST1, WNT10A, RARG, EFNB3, ANKS1B, PIK3CD, ZHX2, C14orf43, ZNF238, NME1, NDNF, OMA1, ZNF768, BLCAP, SUPT6H, APH1A, EMCN, AKAP12, TMEM206, HMGCS1, CACNB2, NFKBIA, ARF6, BCL2L1, CDK15, EPHB1, GAS2L2, DMD, ARAP1, LHX6, MAML3, SUGP2, FAM173A, SLC44A1, KIF3B, S100A16, TMEM57, ORAI1, ALDH16A1, ESRRG, SERPINI1, WIBG, DLX1, KCNQ1DN, DMTF1, HEBP1, GRK5, RERE, DPP3, PIK3IP1, KCNAB2, ZMAT3, GPLD1, CANX, INTS7, FBXL19, PHF21A, KCNT2, ZMYM2, NR2F1, SRPK2, LTBR, CTBP2, KIAA0182, CSRNP2, ELMO1, GRM7, SEMA4C, ZMYND8, KCNH3, ADAM15, ZBTB9, PML, NDUFAF3, STARD13, DGKA, MYCL1, PET112, SUMO2, BCL11A, PPP3CB, PPP3CA, MLLT6, CDK17, C14orf119, ING2, SHISA6, JARID2, ARMC6, NLK, NPR1, NLGN3, FZD5, ELAVL4, GJB1, ZNF23, GJB2, WNT7B, PSMD13, C15orf26, APPL2, ERBB2IP, PHF16, ORAI3, GFRA3, C9orf167, CAST, TUSC3, BEST2, FGF12, ZIC1, GDNF, ZIC3, GATA1, HOXC6, WNT4, WNT3, HOXC4, RBMS2, ACIN1, PRKACB, PUM2, TFAP2D, PPP4C, MLL, LBX1, CHMP1B, TRIM55, MTA2, CA11, VAX1, SIX4, PPP1CB, JUNB, DDIT4, PIH1D1, SLITRK1, ASCL1, SLITRK5, EMP1, FGFR1, TNFRSF12A, TFEB, MAP4K2, CCDC88A, FBRS, CSMD3, CXXC5, ENSA, ST8SIA2, C1orf43, PCDHAC2, HOXA2, JUND, TMEM47, ZNF800, HBEGF, HCN3, BORA, GEMIN8, SDF2, GABRA1, FDPS, NEUROG1, FURIN, FOXP1, SREBF2, POLD4, ZIC4, TMEM88, RFX2, PHF23, IKBKB, LDOC1, TNRC6A, FNBP1L, E2F3, NXPH4, PREX1, PRKAG2, FBXL19-AS1, RHOV, PHC3, TRIM3, GPC3, GGNBP2, OLFM4, GSN, ARHGAP1, SHC1, ZNF408, ZCCHC5, TSC22D3, EBAG9, EPN3, IRAK1, EGR3, LRRC16B, INHA, TSPAN6, ZFYVE26, POMP, AAMP, KRTAP23-1, WNT11, FSHB, PNKD, DPF3, CKS1B, SKAP2, PRDM13, TNFRSF1A, MOAP1, PRRG1, SYN1, MPPED2, RASGRP2, CAMK2D, CRIM1, CHD4, DALRD3, NFATC1, BAHD1, WDTC1, PLP1, PDCD10, SLC12A4, DPYSL2, RGS14, SIRT3, PNOC, KCNN3, ATP8A2, SP6, SMPD3, FAM134B
c3_tft_P53_02	HMGN3, SYT4, PPP2R5B, SNIP1, RORC, PTPN22, RAB1B, CITED4, DNAH6, CITED1, SRSF6, ERO1LB, SRSF5, MYOT, SEMA7A, RARB, GNG3, DHX30, PITX3, LRIT3, MAP2K5, SLC12A6, OPA3, DAB2IP, TMEFF1, BRAF, MYH1, MECR, PTPRG, SCN2A, ZHX2, GRIN2A, PREX2, GCC1, PRDM8, SSTR3, RPS19, KRT15, TSC22D1, ADAMTS4, RNF17, GCNT2, ENPP2, HOXA11, POMZP3, CACNB2, CRAMP1L, MLEC, CD68, TICAM1, DMD, BAI1, AEN, NUP54, BCOR, GAD1, GPD2, ESRRG, FOXG1, NTRK3, EI24, ARHGAP44, PKP3, LOC100287896, MAP4, H3F3A, NACC1, ANKRD53, ELF4, HIP1R, ZMAT3, MITF, BSCL2, MMP28, DFNB31, GPX1, MAP1LC3A, ZNF654, KDM2A, METTL21D, PPIP5K1, MBD6, CIDEC, CACNG2, ARRDC4, ACTR3B, INHBB, EPB41L1, ZNF362, GADD45B, PML, NRBP2, SUMO4, MIP, DNALI1, BCL11B, BCL11A, ETV1, ABCA12, ACSL5, DTNA, FLRT1, LZTR1, TBX2, TRIM29, CCP110, ACCN1, ACCN4, DGKZ, PLA2G4E, PPP2R4, USP48, TJP2, ABCC5, REPIN1, BCAM, ATP6AP1, RPS27L, FAM188B, FHDC1, FLJ45721, STARD8, GATA4, PITPNC1, TRMT112, RNF31, EGFR, MAGEL2, FUT11, MTA2, FGF20, TRERF1, DDIT3, GABRR2, SLITRK1, SLITRK4, HNRNPA0, AKAP6, LRRK1, ASCL4, AHNAK, DCAF7, NAPG, MYL3, SOX5, BMPR2, FBRS, SOX4, DSCAML1, CXXC4, ELK3, MDK, MEIS2, PPL, CNR1, TFDP2, RHOBTB2, RHOBTB1, TRAF4, CTRL, VAV3, LPP, MRC2, CRAT, NR4A3, DSEL, AIM2, C11orf46, HOXB1, CDKN1A, C3orf54, DYRK1B, LMTK2, CPNE1, MYH11, SYT13, CACNA1E, RAP1B, ST5, SLC25A17, C6orf62, DNAJB5, COPB1, RAI1, NXPH4, MEMO1, PRKAG1, PIDD, HCAR2, PRRX1, PRDX5, RNF144B, PAK7, PLCB3, SLC1A3, PPM1J, NUDCD1, PTH1R, ZCCHC5, PLCB1, NRG1, NDUFS2, FOSL1, CHUK, SPATC1, AKT2, NXPH1, SRRM4, FILIP1, NRXN3, OTX1, OTX2, SBF2, MBNL2, LRRC16B, FAM83H, MBNL1, KIF16B, CD3EAP, EIF4G2, DDR1, HIPK1, CA9, PSME2, FAM122C, CHRM1, MDM2, S100PBP, KBTBD8, NDP, CALD1, CTNND2, NUP93, HIC1, PRDM12, TFAM, CDYL, SH3GLB2, PPP1R12A, C3orf27, HS6ST3, KDM4C, PIK3R2, TMC7, MAF, C10orf26, ADO, ANXA1, CELF6, RAB44, NIPBL, MARCH1, SP8, SH3BP1
c3_tft_P53_DECAMER_Q2	SLC36A2, DST, LTBP1, MSTN, MSL2, RORC, RAB1B, C1QC, RCE1, MXI1, CITED4, DNAH6, CITED1, HOXD10, BTK, TMEM55A, CHMP2B, WWP1, BIRC8, RARA, SMOX, GNG3, RARB, DHX30, LRIT3, OPA3, DAB2IP, MYH1, PTPRG, CIZ1, LRRC2, STRN3, RCOR1, PIM1, GRIN2A, HMG20B, PREX2, LUC7L3, RPS19, KRT15, LOC652276, HSD11B1, STC1, TSC22D1, ADD3, ADAMTS4, TDRD3, C9orf25, GNAI2, HOXA11, HMGCS1, CACNB2, PXK, CRAMP1L, PXN, DMD, HAUS3, NUP54, SREK1, NKX2-3, TECTA, CAMK2N2, UPK3A, NTRK3, DLX3, EI24, SEMA6D, DLX5, PKP3, NTRK1, HEBP1, GRK6, LOC100287896, SLC16A13, LZTS2, C17orf82, FGF9, HIP1R, ZMAT3, TBX21, WASF2, ZNF295, BSCL2, DFNB31, EFHD1, GRIPAP1, ZNF654, USP12, ANGPT2, RAP2B, PHKG1, ARHGEF6, TLE4, CACNG2, INHBB, SENP2, ZNF362, GNAQ, WDR82, SDCCAG3, RIN1, MAP3K13, CLN5, CLDN18, USP3, TBC1D8, ABCD1, ZBTB9, PML, IFFO1, IL7R, DGKA, RAB43, LRRTM3, BCL11B, PGBD3, RUSC1-AS1, ETV1, ILVBL, SLCO3A1, MLLT6, BAZ2A, ETFB, TLX1, ABCA12, SHISA6, FLRT1, TRIM29, TBX5, GJB4, NLGN2, AP4S1, LRP1, ERBB2IP, WHSC1L1, BLVRB, PLA2G4E, TJP2, CCDC108, ABCC5, AP1G2, FGF11, TGFB3, RBM5, SLC7A9, TTN, IL10, CNOT4, FHDC1, STARD7, BATF2, HOXC4, STARD8, DNAJC7, PITPNC1, PLEKHA8P1, SLC4A4, POM121L1P, EGFR, PLEKHA6, MTA2, VAX1, IL24, FGF20, TRERF1, IL20, NCAM2, SLITRK1, PA2G4, EP300, HNRNPA0, ARHGEF37, AKAP6, NFE2L1, SMARCA2, LRRK1, ASCL4, EDC4, BMPR2, ELK3, HOXA2, ZEB2, PPL, RHOBTB2, HOXA9, DYRK3, BMF, FGD4, CTRL, MON1A, ANKRD13B, TAF5, SPTBN4, DOCK9, KCTD5, HOXB3, CDKN1A, EIF4E, SALL4, MPZL2, SLC7A1, LMTK2, MYH11, ST5, PHF8, CACNA1A, DNAJB5, COPB1, NXPH4, APOLD1, PIDD, HCAR2, CREBZF, PRRX1, RNF144B, SLC1A3, C18orf25, ORC4, PTH1R, NRG1, ZCCHC5, SPATC1, DLG2, MICALL2, NOL4, SRRM4, C6orf138, OTX1, LDB3, LRRC16B, RPSA, PPM1D, EYA2, PSME2, MDM2, S100PBP, TSHR, PTAFR, NKIRAS2, ING3, NDP, ERRFI1, CDC73, PRDM12, DNAI1, KDM4C, CHD5, ING1, MAF, C10orf26, TNFSF4, ANXA1, UBL3, CELF6, SLC6A9, RAB44
c3_tft_PAX_Q6	MRPL40, A2M, CDK14, HIRA, LUZP1, AMOTL1, WT1-AS, BDNF, NUDT16P1, KIAA1310, TIGD3, PDHA2, MAP2K6, WWOX, CHRNA2, TWIST1, GTPBP1, MIR22HG, EMX2, NKX2-8, SERPING1, HNF4G, C14orf43, PPARGC1B, CD274, BTF3P11, MYO18B, ATP2C1, C1orf213, PRDM1, GRAP2, MCTS1, WFDC3, BCL2L2, SFXN2, INTS10, CD74, TAL1, T, MUSK, SPATS2, CLEC4D, LINC00483, TSEN54, AMD1, C1orf144, OSBPL9, TGFBR1, EME1, EN1, PCDH17, RALYL, TNKS1BP1, PRRG4, RGS3, UNC45B, NTRK1, CHRND, BMP5, FLJ43826, NRP2, PPARD, GPR85, USH1G, FANCI, C17orf76-AS1, KCNIP2, WBP1, ALKBH6, SRPX, P4HA2, KIAA1033, LIN9, SEMA3A, CYR61, ICAM1, PRG4, MEGF8, FAM189B, FLOT1, TLE3, LENG9, FLNC, MYADM, SLIT3, INHBA, YPEL4, CHRDL1, PPA1, XPR1, SLC26A7, ZMYND8, GNB4, MOSPD1, DHH, THAP7, BET1, OFCC1, WDR54, CCDC140, CALCOCO1, BCL9L, SLCO3A1, ETV6, ETV5, MYF6, RNF220, BRS3, CD164L2, TMPRSS5, GJB1, ACCN1, CHML, CDH16, GRIA1, MRPL27, BLVRB, BNC1, EPT1, CHN2, PTCH2, CP, LUC7L, SNCAIP, FGF14, LMO4, TGFB3, TMEM111, FGF10, JAG1, RANBP3L, MOB3C, ZIC3, FAM81A, BATF, GATA1, CRYGB, TBC1D17, DDX23, HOXC4, GATA3, S1PR2, RNF34, MIR137HG, CASKIN2, SOCS2, NUFIP2, UBAC2, ACTN3, WDR81, RCL1, HHEX, LAYN, HOXD3, DNTTIP1, LRRK1, SLITRK5, ZNF703, KCNA2, ITGB4, PTK7, STIP1, NOSTRIN, LMAN2, NHS, AKT1S1, MEIS2, ZEB2, HOXA5, TMEM53, OTOP2, SFTPC, ADRA2C, SKIL, HBEGF, RUNX1, NOVA1, IMMP1L, UPK2, B4GALT5, TUG1, HAVCR2, PTPN6, PHACTR3, RFX4, TAF5, RFX5, SPTBN4, FOXA1, SETD8, TEAD1, CACNA2D3, DOCK4, BATF3, TNFSF10, HOXB2, ATF3, NEDD4, PPID, ITGA7, HOXB9, FBXO36, IER3, METAP1, PRRX1, FBXL19-AS1, PAX3, SYNPO2L, ARHGAP12, SLC1A4, BZW1, SPRY2, DLG3, ESAM, OIT3, THAP7-AS1, NRG1, DLG2, ELP4, TRPM3, EGR3, GSC, SOX14, LDB1, PRKCH, MRPS6, UBE2H, MBNL1, CD3EAP, UBE2C, NTM, ARL3, HOXC11, CA9, BTG1, TBCC, CA6, PTCHD1, IRX3, CRLF1, EGLN2, TPM3, TRIB1, CHD2, PPP1R12A, NFATC1, KDM4B, C10orf26, ZDHHC24, PLAC1, VPS37B, CELF4, PPP1R9B, VWF, SP6, SP7, EBF1, FEZ2, RNF182
c3_tft_PAX2_01	ITGB3BP, RBM3, CDCA7L, CBX8, VCL, PHF17, LRRFIP2, MLL, MAP2K5, ANKS1B, ACTN4, ANKS1A, NKX2-8, PDE10A, MBNL1, TAF11, ADRB2, JMJD1C, CEP95, EDA, MIOX, ACADSB, UBASH3B, IKZF5, SEC14L1, PRDM13, NPAS2, HPSE2, DMD, SFXN3, RNF128, HOXA10, HIST1H4C, KRTAP17-1, POU3F2, PCYT1B, HNRNPH2, KCNE4, JOSD1, ZNF263, FLRT1, PDZD7, CAMK2N2, TAF5, MAP1A, BEND4, OR2L13, ZCCHC14, FOXP2, FOXG1, ACCN2, CELF6, CDH16, GLA, SPRR1A, NIPBL, MARCH1, HDAC9
c3_tft_PAX2_02	ODF3L1, ADCY8, PPP2R5C, ZBTB32, AQP5, RORC, POLR3GL, SYT6, FSTL1, PLEC, ASCC3, CITED2, LPHN2, BDNF, BRPF1, KCNK9, GRID2, LUC7L2, RARB, MUC15, COL10A1, LSG1, PHOX2B, C20orf112, LUC7L3, GLT8D2, UNC13D, VASN, HTR7, SMPX, SERBP1, PMP22, UNC13B, ST6GAL1, PTCH1, PFKFB3, SLC2A14, NFKBIA, NDUFA13, KRT23, EPHB1, C19orf21, PPP1R3C, SAMD1, ACF, DMD, HOXA10, MAML3, NUP54, TCF4, PPP2R2B, MN1, OLFM2, PCNX, CAMK2N2, TGFBR1, MAML2, ESRRG, CDC20, GAS2, EN1, SERPINI1, AGER, KRT8P41, KCNQ1DN, SEMA6D, LASP1, TCTA, ECHDC2, NTRK2, MARCKS, TCF12, C7orf51, SLC20A1, FGF9, PPARG, PPDPF, KCNJ10, WBP4, RTN1, KCNK10, GPX1, GOLGA7, CCDC91, ZBTB16, NR2F1, ATF7IP, KIAA0586, ZNF143, FLNC, EPB41L3, CCND1, C12orf42, TOMM20, ZMYND8, MOSPD1, CSF2, SDCCAG8, CLDN18, PRIM2, ZNF646, CCL22, LRRTM4, PTK2B, LRRTM1, PER2, CALCOCO1, BCL6, SLCO3A1, PPP3CA, ETV5, DTNA, RNF220, TBX5, IGF1, ELAVL4, DUSP4, ACCN1, C12orf50, SLC16A6, PHGDH, NMBR, CALM2, TOB1, XPO1, LMO3, GRIK3, FAM110A, EIF5, PRICKLE3, TMEM111, RPS6KB1, KLHL3, RGL2, STARD3, ZNF184, HOXC4, TIMM9, RBMS3, ERI1, DNAJC4, LOX, IFRD2, MIR137HG, EGFR, SCUBE3, STMN2, IL27, CHODL, DLL1, TNKS2, LSAMP, AKAP7, STX5, ADAMTSL1, TSPAN13, TMEM56, DRD5, NEDD9, CSMD3, PHF21B, ELK3, ST8SIA2, ABCA6, SESN3, RASAL2, MEIS2, EHBP1, CRB1, CDYL2, PACRG, RNF11, FAM107A, ATXN7L1, PHACTR3, EVL, SLCO2B1, CACNA2D2, FOXP2, UBR3, HOXB3, HOXB4, HOXB2, ZIC4, HOXB5, HIVEP3, MARVELD3, GSX1, RUNX1T1, FEV, APOBR, FRMD4A, FOS, KCNQ5, PHF17, TRIM2, GPC3, TRIM8, OSR1, PTH1R, RHOA, MGLL, IGF2BP1, IP6K2, SOX10, EPN3, UBE2A, LIMK2, MPP5, PRKCH, MPP6, PCDH7, PURA, HOXC10, EIF4G1, SDC1, HOXC12, DHRS3, HIPK1, CFL2, CHST8, TBCC, CLDN2, ZFPM2, KRT84, DPF3, ING3, FKBP7, SHCBP1L, ETHE1, GALNT4, POC1B, CTNND1, CD40, ATP5G2, NFYA, TCF7L2, DNER, ZNF668, C16orf79, POU3F2, PAFAH1B1, CHD6, RNF122, SLC39A2, BAHD1, ERF, PARK2, C7orf62, TP63, CADPS, FZD10, IGSF21, RPL13A, FBXL22, SP7, MEX3C, NFIB
c3_tft_PAX3_01	YARS, RTF1, PLCXD2, ZCCHC12, MAP1A, C20orf112, MYH2, STXBP1, FAM162A, FGF10, PHF21B, CBX8, ZIC1, SRSF6, CLPTM1, NOTCH2, AP1S1, CACNA1G, CRY1, NOTCH2NL, FBXO11, KCNE4
c3_tft_PAX3_B	BMI1, XPO1, C10orf140, MITF, HNRNPD, EIF5A, PLEC, CANX, PTMA, INTS7, BZW2, HOXC6, AP2B1, ELOVL5, TRIM8, HOXC4, SIAH3, BTBD3, RANBP6, SEMA3A, E4F1, SHC3, RNF212, LAG3, MIR137HG, ZMYM2, BHLHE40, SOX10, BRAF, BARHL1, ZHX2, PROSC, DLL1, GEM, IL24, INHA, GJD2, ZNF711, JUNB, PURA, RGAG1, DNAJC27, BAZ1A, NDEL1, NNT, ZNF362, MRPS18B, ZPBP2, IGSF1, CADM1, TNFAIP8, AGAP2, ACVR2A, PRRC2A, IRX6, ONECUT2, RPL27A, ELK1, RAB7A, PRDM12, NPAS2, INTS9, PVRL1, ZEB2, TMEM86A, BCL11B, FEZF2, CNNM2, ZMYM4, TBX3, L3MBTL2, DYNLL1, ANKMY2, PPP1R10, NR4A1, DLG2, ELAVL2, KLF14, ZNF521, NR4A3, TEAD3, RPS8, DKK2, PHLPP1, FBLN5, PNRC1, HIVEP1, LRP8, GK, KLF2
c3_tft_PAX4_01	EIF2C2, CDX1, HMGN2, CDX4, PGF, PTPN23, LEMD2, HNRNPR, SYNCRIP, H1FX, MXI1, SART3, HOXD10, BDNF, DDX17, PICALM, LIN28A, TIGD6, MRM1, WNT10A, MIR22HG, PTPRG, CIZ1, ANKS1A, PIK3CD, ITFG1, ZHX2, GRIN2A, FAM162A, HES1, PCF11, LHFPL1, CORO6, NOB1, MNT, EFNA5, AMFR, PRDM1, RBP4, PTCH1, PHF20L1, TRMT2A, CHKB, PABPC4, NFKBIA, ARF6, DAAM2, HEXIM2, SORCS3, PLAGL1, IL17B, NECAB3, GIGYF2, HOXA10, PABPC1, IL1RAPL1, PLAGL2, ESRRA, CAMK2N2, KLF13, MAML1, ANKMY2, KLF14, SMAD1, ZNF777, NTRK3, SAP130, GK, C5orf38, FGF6, EVX1, AP1B1, PHKB, SLC16A10, ARHGAP30, KCNK13, FBXL19, EFHD1, PHF21A, ZNF654, MAPT, DNAJC11, TMED2, SEMA3B, ANGPT1, SIK2, CTBP2, KIAA0182, CCNI, ZDHHC5, MEGF8, ARHGEF12, RBBP6, GPR37L1, MMP11, MXD4, TAF11, GNB2, GADD45G, EIF4A1, C1QL1, C1QL2, YWHAZ, SHFM3, ABHD2, KLC2, CIC, CDK16, RAB43, GALNT10, USP39, BCL11A, PER2, ACSL3, ETV5, CPT1B, CAPN5, JARID2, PDZRN4, ELAVL1, C17orf63, PHF12, MAPK10, RPS6KA4, LRP1, CDH16, UBTF, PHF15, DGKZ, PBX1, LRP2, DNM1, XPO1, LARP4, GRIK1, PDGFB, GOLGA8IP, EIF5A, CBX6, ZIC2, ATOH1, SND1, EED, PSIP1, RBMS3, CTDSP1, SLC25A28, RRAS, SLC4A1, LINS, ZNF593, SRPK3, LBX1, SCUBE3, NUFIP2, MAGI1, NRD1, PDE4D, NR0B2, TRERF1, DDIT3, WDR81, ISCU, DLL4, GTF2IRD1, IWS1, BAG6, ASB7, PACS1, FGD1, C17orf61, SLC38A3, ADAMTSL1, TFAP4, SSH2, PHF21B, CNTFR, PAQR4, C14orf162, OAZ2, HOXA1, ITGB8, JUND, HOXA7, SLC30A5, RNF10, TBCB, TAF5, SMG1, NEUROG1, NR4A3, RAB33A, HOXB1, SALL1, HOXB6, CPNE1, DNAJB2, PHF23, CACNA1D, FBXO36, DNAJB5, PLEKHA1, ACOX2, E2F1, PRKAG1, CREBZF, FBXL19-AS1, KLF10, VGF, SPRY2, RNF19B, TRIM3, ZCCHC9, DLG3, FAM117B, RANBP1, TPR, PLEKHH3, KPNB1, NKX2-1, SUOX, ADIPOR2, RING1, CDK9, TMEM8B, NRXN1, ZFYVE27, AAMP, MAPRE1, PNKD, HS3ST2, CTF1, IRX2, ATG16L1, CDC73, TPM1, STX1B, SLC35B1, FAM76A, COL27A1, POU3F3, FEZF2, NAE1, NFATC4, GTF3C2, MAF, ACTC1, TNXB, MIR17HG, NCDN, NF2, DTX1, C1orf27, ZNF827, C1orf21, CELF6, NIPBL, SP4, HIF3A, POFUT1, MEX3B, SPTAN1
c3_tft_PAX4_02	UTS2, PTPN21, RORA, AQP3, HOXD10, B2M, DDX17, FAP, BTBD3, GRID2, BAIAP2L2, PITX2, PHOX2B, GTPBP1, TYRO3, PTPRG, LIG3, EOMES, PRDM8, PITPNM2, MSX1, TACSTD2, CGN, BACE2, MLLT10, HAS2, AGAP3, GGCX, RALGPS2, TDRD5, HOXA11, ITGA11, VIT, MTIF2, TBC1D8B, SEMA5B, SAT1, HNF1A, PABPC1, TCF4, LAMB1, IL1RAPL1, C7orf54, SREK1, TECTA, KLF13, TGFBR1, ANKMY2, PLXNA2, ATM, PCDH18, SERPINI2, DLX1, ATP2A2, TRPS1, MARCKS, SYTL2, C22orf26, MAB21L1, PDZD2, FGF8, MYBPC1, SLC20A2, CPEB4, MITF, GPX1, AP1S2, CTAGE1, SEMA3C, SEMA3A, CAP1, RAB6A, MIER3, DOCK11, ADAM11, TMEM35, POGZ, CACNG8, MGAT4C, OTUD7B, ELMO1, YPEL4, CHRDL1, SLC26A7, ZDHHC12, ZMYND8, SGCD, PRMT5, SCML4, GRRP1, MTMR12, NNAT, C5, IKZF2, IKZF3, SFN, ZFP36L2, NPAT, ETV1, ETV6, MTMR6, USP32, JARID2, TBX5, MYF5, CS, NTNG2, PPP1R10, PDZRN4, KRT26, PTGFR, RAPH1, TMPRSS3, STAT3, AFP, MEOX2, CSNK1E, GRIA1, TMEM87A, RBFOX1, HERPUD2, NEUROD2, ATP6V0A1, KCP, OGG1, HTR2C, TOB1, LRP5, CAST, AP1G1, C10orf140, GABRB2, RIPK4, SLC7A9, ZIC1, HOXC6, STARD6, HOXC4, ZMIZ1, SLC4A4, WDPCP, PLEKHA6, NCALD, STMN2, SIX3, IL20, RGAG1, KIAA1468, SLITRK1, SLITRK3, ARRB1, SLC38A1, GPR52, ASCL4, HSPC072, SOX5, SOX4, CXXC5, ELK3, MIA2, MEIS2, PPP1R16A, FOLR1, TFEC, KRT34, AUTS2, MBNL3, DIXDC1, TMSB4XP1, ABCB8, FLJ45983, CACNA2D3, FOXP1, FOXP2, DSG4, PDE7A, EBF2, ZIC4, HOXB6, ITGA7, CYFIP2, RFX3, TMEM154, HABP2, LINC00303, KYNU, PAX6, RP1L1, RHOQ, PAX2, ARHGAP15, CBFA2T2, SLC5A12, BZW2, KRTAP11-1, SDPR, SIAH3, POU4F3, PPP1R14C, TSC22D3, NKX2-1, SOX14, OTX2, LDB2, MPP6, MBNL2, ARL5B, ARHGAP24, PMM1, C7orf45, LCOR, EYA1, HOXC13, CA4, SEZ6, VIP, IRX4, EDA, ZFHX4, NFIX, NAALADL2, FAM105A, PRDM12, SMOC1, RNF128, CHD2, POU3F2, FEZF2, DCX, PPAP2B, HPN, MAP1B, MAN1C1, SLC6A5, CDAN1, HIF3A, NFIA
