geneset	symbol
c2_cp_PID_RAC1_PATHWAY	ABI1, PAK2, ARPC3, BCAR1, MAPK9, STAT3, ARPC2, ARHGDIA, RACGAP1, NCKAP1, ARPC4, NCF2, MAP3K11, CTNNA1, NOXO1, ACTR2, CYBA, RAC1, CYFIP2, ARPC5, CTNNB1, IQGAP1, CFL1, STAT5A, PIP5K1C, MAP2K6, JUN, MAP2K7, ABI2, CRK, MAP2K4, ARPC1B, CDH1, MAPK8, NOX1, BRK1, PAK1, NOXA1, PIP5K1B, ACTR3, BAIAP2, ATF2, PLCB2, MAPK14, ARHGAP5, NCF1, LIMK1, IQGAP3, CYBB, MAP3K1, WASF2, PIP5K1A, WASF1, MAP2K3
c2_cp_PID_RAC1_REG_PATHWAY	TIAM1, PREX1, TIAM2, MCF2, DEF6, RASGRF1, NGEF, ARHGEF25, RASGRF2, VAV2, EPS8, RAC1, RACGAP1, CHN2, ARHGEF7, DOCK1, ARHGDIA, ARHGEF2, BCR, RALBP1, ABI1, SOS1, TRIO, ARHGAP9, ABR, PREX2, RAP1GDS1, CHN1, SPATA13, ARHGEF6, KALRN, ELMO1, VAV1, DOCK2, DOCK6, ARHGAP1, ARHGAP17, VAV3
c2_cp_PID_RANBP2_PATHWAY	SUMO1, PIAS2, MDM2, RANBP2, HDAC4, RANGAP1, RAN, HDAC1, XPO1, PIAS1, UBE2I
c2_cp_PID_RAS_PATHWAY	SOS2, RASGRP1, RASGRF1, NRAS, PRKCE, PRKCZ, RABGEF1, SOS1, RASGRF2, DAB2IP, CAMK2B, PRKCB, KRAS, RIN1, RASA2, RASA4, GRB2, NF1, RASAL1, SYNGAP1, RRAS, RASGRP4, PLCE1, LGALS1, LGALS3, RASA1, RASGRP2, HRAS, PRKCA, RASGRP3
c2_cp_PID_RB_1PATHWAY	PPP2CA, SMARCB1, TGFB2, RBP2, CCNE1, CDKN1A, RAF1, JUN, BRD2, BGLAP, CREBBP, CBX4, CEBPA, CDK4, SPI1, TBP, ATF2, RUNX2, SMARCA4, MAPK14, TFDP1, DNMT1, CKM, CTBP1, ATF7, E2F2, PAX3, MITF, UBTF, MET, SUV39H1, SFTPD, MAPK11, CCND3, SKP2, RBBP4, ELF1, ABL1, EP300, HDAC3, CDKN2A, CCNA2, E2F3, PPARG, E2F1, CCND1, CEBPD, CDKN1B, CDK2, MYOD1, HDAC1, TAF1, CDK6, CCND2, MAPK9, MDM2, GSC, E2F4, SIRT1, AATF, RB1, MEF2C, PPP2R3B, CEBPB, CSF2
c2_cp_PID_REELIN_PATHWAY	LRP8, ITGA3, CBL, MAPK8, MAP1B, MAP2K7, NCK2, MAPT, PIK3R1, CRKL, ARHGEF2, LRPAP1, GSK3B, VLDLR, RAPGEF1, DAB1, CDK5R1, AKT1, MAP3K11, ITGB1, RELN, RAP1A, PIK3CA, CDK5, MAPK8IP1, FYN, GRIN2B, PAFAH1B1, GRIN2A
c2_cp_PID_REG_GR_PATHWAY	YWHAH, FKBP5, BAX, VIPR1, MMP1, NR4A1, IL6, MAPK8, HDAC1, IFNG, POU2F1, STAT1, BGLAP, GATA3, AKT1, PRKACB, SGK1, HDAC2, STAT5B, EGR1, CDK5R1, NCOA2, IL4, GSK3B, SMARCD1, RELA, SUMO2, PPP5C, TP53, POMC, KRT5, STAT5A, SMARCC2, SMARCA4, TBP, ICAM1, CSN2, SFN, MDM2, MAPK3, CSF2, NFATC1, TBX21, NR1I3, CREBBP, EP300, IRF1, FOS, KRT14, FKBP4, MAPK9, NFKB1, MAPK10, NR3C1, PRL, SUV420H1, CGA, PBX1, PRKACG, HSP90AA1, TSG101, MAPK1, MAPK14, FGG, SPI1, SELE, MAPK11, NCOA1, SMARCC1, JUN, PRKACA, POU1F1, IL5, KRT17, AFP, CREB1, IL13, CDKN1A, IL8, IL2, PCK2, CDK5
c2_cp_PID_RET_PATHWAY	PRKACA, PXN, GAB1, GRB2, DOK4, CREB1, SHC1, PIK3R1, NCK1, PDLIM7, PRKCA, RET, BCAR1, MAPK3, IRS1, PTK2, RHOA, DOK5, CRK, PTPN11, SOS1, FRS2, RAC1, MAPK8, DOK1, GRB7, SRC, MAPK1, RAP1A, PIK3CA, GFRA1, JUN, GRB10, DOK6, GDNF, IRS2, SHANK3, RASA1, HRAS
c2_cp_PID_RETINOIC_ACID_PATHWAY	PRKCA, RARA, MAPK3, RARG, AKT1, MNAT1, PRKCG, NCOR2, HDAC1, PRKACA, RARB, CCNH, CDK1, NCOA2, RXRB, HDAC3, NCOA3, NRIP1, MAPK14, RBP1, CREBBP, MAPK8, KAT2B, EP300, MAPK1, VDR, RXRA, RXRG, CDK7, NCOA1
c2_cp_PID_RHOA_PATHWAY	MAP2K6, MKL1, PKN1, PKN2, PIP5K1A, MAP2K4, ROCK2, RHOA, PLD1, SLC9A3, EZR, MAP2K3, CIT, ITGB1, PRKCZ, VCL, PTEN, CDKN1B, F2RL2, FOS, CFL1, SLC9A1, DIAPH1, SCAI, ATF2, MSN, MAPK8, SH3GL2, PIP5K1B, ROCK1, SRF, TLN1, PIP5K1C, PARD6A, CYR61, JUN, RDX, MAPK12, CDC42, PPP1R12A, ACTA1, PLD2, LIMK1, MYL2, LIMK2
c2_cp_PID_RHOA_REG_PATHWAY	SRGAP1, ARHGAP9, OPHN1, ARHGEF5, ARHGDIA, FARP1, RGNEF, CDKN1B, NET1, MCF2, TRIO, ARHGEF12, PLEKHG6, ARHGAP6, ARHGEF10L, ARHGEF15, MYO9B, ARHGEF10, ABR, MCF2L, ARHGEF3, RHOA, ARHGDIG, ARHGEF1, VAV1, BCR, VAV2, DEF6, OBSCN, AKAP13, ARAP3, ARHGEF25, DLC1, ARHGEF17, ARHGAP35, ARAP1, ARHGEF2, ARHGAP4, ARHGEF11, NGEF, ARHGAP8, ARHGDIB, ARHGAP5, ECT2, ARHGEF18, VAV3
c2_cp_PID_RHODOPSIN_PATHWAY	GNGT1, CNGB1, GRK1, GNAT1, PDE6A, GNB1, GUCY2D, LRAT, PDE6G, SLC24A1, RHO, GUCA1C, RGS9BP, RDH12, PDE6B, GUCA1B, SAG, RDH5, RPE65, CNGA1, GUCA1A, GUCY2F, RGS9, GNB5
c2_cp_PID_RXR_VDR_PATHWAY	RARB, NR4A1, NR1H2, VDR, RXRB, NR1H3, RXRG, PPARG, NCOA1, THRB, RARA, PPARD, FAM120B, PPARA, RXRA, RARG, TNF, RPS6KB1, TGFB1, THRA, NR1H4, NCOR2, SREBF1, BCL2, ABCA1, MED1
c2_cp_PID_S1P_META_PATHWAY	ABCC1, GNA12, S1PR3, GNA15, GNAI2, GNAO1, SGPL1, SGPP1, GNAQ, GNAZ, S1PR2, GNAI1, S1PR4, SPHK2, GNA11, GNA14, GNAI3, SPHK1, S1PR1, S1PR5, GNA13
c2_cp_PID_S1P_S1P1_PATHWAY	PLCG1, RHOA, KDR, GNAO1, PTGS2, MAPK1, S1PR1, VEGFA, ITGAV, SPHK1, RAC1, ITGB3, GNAZ, PLCB2, PDGFRB, ABCC1, GNAI2, PDGFB, GNAI3, MAPK3, GNAI1
c2_cp_PID_S1P_S1P2_PATHWAY	GNA13, FOS, GNAQ, GNAI2, PAK1, S1PR2, RAC1, CDH5, GNAI3, MAPK1, MAPK3, GNAZ, RHOA, GNAO1, JUN, GNA14, GNA11, GNAI1, MAPK8, MAPK14, IRS1, GNA15, GNA12, ELK1
c2_cp_PID_S1P_S1P3_PATHWAY	PDGFB, GNAI2, GNA14, GNAO1, GNA15, GNA12, AKT1, SRC, VEGFA, ITGAV, MAPK1, PDGFRB, FLT1, AKT3, ITGB3, S1PR3, GNAQ, CXCR4, S1PR2, GNA11, JAK2, GNAI3, MAPK3, GNA13, S1PR1, GNAZ, GNAI1, RAC1, RHOA
c2_cp_PID_S1P_S1P4_PATHWAY	GNA12, GNAZ, GNAI2, MAPK3, CDC42, PLCG1, GNA13, MAPK1, GNAO1, GNAI1, RHOA, S1PR4, GNAI3, S1PR5
c2_cp_PID_SHP2_PATHWAY	EGFR, NTRK2, RHOA, GNAI3, IL2, NTF4, IL2RA, IL6R, IRS1, SOS1, ANGPT1, EGF, IFNG, NRAS, NOS3, PRKACA, FRS2, TEK, IL2RG, NTRK3, NTRK1, IFNGR1, STAT1, PDGFRB, IGF1, GNAI1, BDNF, ARHGAP35, PIK3CA, PTPN11, JAK2, GRB2, MAP2K1, IL2RB, MLLT4, PDGFB, KRAS, FRS3, PAG1, PIK3R1, SDC2, GAB2, JAK1, IGF1R, RAF1, LMO4, LCK, IL6ST, SHC1, IL6, VEGFA, KDR, MAP2K2, GAB1, HRAS, JAK3, NTF3, NGF
c2_cp_PID_SMAD2_3NUCLEAR_PATHWAY	SMAD4, IL5, CREB1, CREBBP, SIN3B, NCOA2, SP1, RBBP4, E2F4, TCF3, DCP1A, SKI, RBL1, MED15, FOXO4, GATA3, SP3, HNF4A, FOXO3, IRF7, CITED1, FOXH1, MEF2C, TGIF1, SMAD7, CBFB, NR3C1, AR, E2F5, CTBP1, RUNX1, EP300, RUNX3, SAP30, FOXO1, ATF3, GSC, ATF2, SMAD3, SERPINE1, ESR1, KAT2A, CDK2, KAT2B, RUNX2, MYC, CDK4, CDKN2B, MAX, PIAS4, SMAD2, SNIP1, SIN3A, TFDP1, NCOR1, NKX2-5, FOS, TFE3, TGIF2, SKIL, IGHA1, LAMC1, COL1A2, DLX1, HDAC1, FOXG1, AKT1, VDR, HDAC2, HSPA8, ZBTB17, ITGB5, IFNB1, MYOD1, SAP18, IL10, RBBP7, PIAS3, JUN, CDKN1A, NCOA1, CEBPB
c2_cp_PID_SMAD2_3PATHWAY	PIAS4, MAP3K1, UBE2I, SMAD2, PPM1A, CTDSPL, CTDSP1, MAPK3, KPNB1, CTDSP2, SMAD3, TGFBRAP1, NUP214, SMAD4, MAPK1, KPNA2, NUP153
c2_cp_PID_SYNDECAN_1_PATHWAY	COL9A3, COL11A2, COL6A3, COL8A2, SDCBP, PRKACA, MET, COL13A1, MAPK1, MAPK3, SDC1, COL7A1, MMP1, COL11A1, COL1A2, COL2A1, HPSE, COL5A2, PPIB, COL4A3, COL16A1, COL12A1, COL10A1, CASK, COL5A1, COL4A5, COL3A1, COL4A4, COL14A1, BSG, TGFB1, COL8A1, CCL5, MMP9, COL4A1, COL6A2, MMP7, COL15A1, COL6A1, LAMA5, COL9A1, HGF, COL9A2, COL1A1, COL17A1, COL4A6
c2_cp_PID_SYNDECAN_2_PATHWAY	TRAPPC4, MMP2, ITGA5, MAPK1, LAMA1, FN1, CAV2, SRC, RHOA, MAPK3, CASP3, NF1, SDC2, TGFB1, SDCBP, GNB2L1, EZR, PRKCD, TNFRSF13B, LAMA3, CASK, RASA1, PRKACA, CSF2, ITGA2, ITGB1, KNG1, EPHB2, MAPK8, IL8, HRAS, BAX, EPB41
c2_cp_PID_SYNDECAN_3_PATHWAY	MC4R, NCSTN, SRC, EGFR, CASK, AGRP, APH1B, PSENEN, FYN, PTN, POMC, CTTN, APH1A, IL8, PSEN1, SDC3, NCAN
c2_cp_PID_SYNDECAN_4_PATHWAY	CXCR4, LAMA1, DNM2, PLG, PTK2, FGF2, GIPC1, NUDT16L1, MDK, TNFRSF13B, F2, FZD7, TFPI, FGF6, MMP9, RHOA, ADAM12, ACTN1, THBS1, PRKCD, FN1, TNC, ITGA5, LAMA3, ITGB1, SDCBP, CCL5, SDC4, FGFR1, CXCL12, PRKCA, RAC1
c2_cp_PID_TAP63_PATHWAY	MFGE8, OGG1, EP300, NQO1, SERPINB5, YWHAQ, S100A2, CDKN1A, ITGB4, PML, BBC3, GADD45A, CHUK, TP63, SP1, MDM2, TRAF4, ITGA3, NOC2L, FAS, PMAIP1, ITCH, WWP1, HBP1, PRKCD, IGFBP3, FLOT2, GPX2, DICER1, TFAP2C, SSRP1, ADA, SSPO, SPATA18, PERP, CLCA2, JAG1, TP53I3, DHRS3, CABLES1, CDKN2A, VDR, PLK1, BAX, IKBKB, EVPL, AEN, FDXR, GDF15, ABL1, EGR2, SHH, SMARCD3, DST
c2_cp_PID_TCPTP_PATHWAY	HGF, CREBBP, KPNA2, PIK3R2, PIK3CA, PTPN1, GRB2, PDGFRB, PIK3CD, KDR, CSF1R, EIF2AK2, PTPN2, PIK3R1, PDGFB, CSF1, JAK3, EGF, PIAS1, ITGA1, RAB4A, INS, SHC1, STAT3, LMAN1, SRC, VEGFA, PIK3CB, GAB1, ITGB1, JAK1, STAT1, KPNB1, STAT5A, INSR, SOS1, MET, STAT6, STAT5B, EGFR, PIK3R3, EIF2A, ATR
c2_cp_PID_TCR_CALCIUM_PATHWAY	CREM, IL4, PPP3R1, RCAN2, IL2, NFATC2, PRKACA, POU2F1, IL3, PTGS2, FOSL1, FASLG, BATF3, PPP3CA, CD40LG, NFATC1, FOS, RCAN1, FKBP1A, AKAP5, JUNB, CSF2, PPP3CB, NFATC3, IL2RA, CABIN1, IFNG, CHP, JUN
c2_cp_PID_TCR_JNK_PATHWAY	LCP2, CRK, JUN, MAP2K4, MAP3K8, LAT, PRKCB, MAP4K1, MAP3K1, DBNL, CRKL, GRAP2, MAPK8, MAP3K7
c2_cp_PID_TCR_PATHWAY	SHC1, RASGRP1, AKT1, CD3D, HLA-DRB1, HRAS, IKBKB, PRKCA, CD86, RASGRP2, SH3BP2, TRAF6, IKBKG, ZAP70, PTPN6, NRAS, CBL, ORAI1, WAS, FYN, PRKCB, CD3E, NCK1, CHUK, PAG1, CSK, FLNA, BCL10, SLA2, HLA-DRA, GAB2, PLCG1, RAP1A, KRAS, LCK, RASSF5, LCP2, GRB2, CD80, GRAP2, MAP3K14, CD3G, PTPRC, LAT, PRKCQ, PTPN11, CD28, FYB, CD4, STK39, PTEN, ITK, CARD11, MAP3K8, PRKCE, MAP4K1, VAV1, TRPV6, CDC42, DBNL, PDPK1, CD247, SOS1, INPP5D, MALT1, STIM1
c2_cp_PID_TCR_RAS_PATHWAY	ELK1, RAF1, HRAS, MAPK1, BRAF, MAP3K8, FOS, MAPK3, MAP2K1, PRKCB, PRKCA, PTPN7, NRAS, KRAS
c2_cp_PID_TELOMERASE_PATHWAY	RAD1, RPS6KB1, ESR1, IRF1, CDKN1B, EGFR, MAPK1, PIF1, SMG5, TERF2, ATM, YWHAE, NBN, IL2, FOS, TERT, UBE3A, ZNFX1, WRN, WT1, HDAC2, RBBP7, E2F1, RAD50, NFKB1, MYC, PTGES3, RBBP4, MAPK3, MRE11A, NR2F2, SIN3B, EGF, SP3, JUN, MXD1, HUS1, SMAD3, MAX, HSP90AA1, CCND1, POT1, TNKS, PINX1, NCL, MTOR, TERF1, BLM, SAP18, DKC1, ACD, TINF2, XRCC5, SP1, AKT1, IFNG, HDAC1, XRCC6, HNRNPC, IFNAR2, TGFB1, ABL1, RAD9A, SIN3A, PARP2, TERF2IP, SMG6, SAP30
c2_cp_PID_TGFBR_PATHWAY	EIF2A, PARD6A, NEDD4L, CTNNB1, OCLN, SPTBN1, RPS6KB1, TAB2, TGFB3, CAV1, TGFB1, GRB2, RNF111, PPP2CA, PPP2CB, SMURF1, SMAD7, DAXX, WWP1, TGFB2, DAB2, PDPK1, SOS1, AXIN1, ITCH, RHOA, PPP2R2A, TGFBR1, SMURF2, YWHAE, ZFYVE16, PML, SMAD2, PPP1CA, DACT2, CTGF, STRAP, PPP1R15A, FKBP1A, ARRB2, SMAD4, CAMK2A, SMAD3, DYNLRB1, SKIL, SHC1, MAP3K7, TAB1, XIAP, BAMBI, TGFBRAP1, ZFYVE9, YAP1, TGFBR2, TGFBR3
c2_cp_PID_THROMBIN_PAR1_PATHWAY	PLCB2, ADRBK2, F2, PLCB1, GNA11, PRKCA, GNA13, ZYX, GNA14, VASP, PIK3CA, ARHGDIA, DNM2, ARHGEF1, GNAI2, GNA15, GNAQ, SNX2, GNAI1, GNB1, GNAZ, GNG2, NOS3, PRKCB, ROCK1, MYL2, RHOA, ROCK2, GNA12, AKAP13, GNAO1, TRPC6, PKN1, PRKCD, PRKCG, F2RL2, GNAI3, ARRB1, PIK3R1, F2R, DNM1, PLCB3, SNX1
c2_cp_PID_THROMBIN_PAR4_PATHWAY	GNB1, GNA13, GNA14, F2, ROCK2, MYL2, GNG2, PLCB2, F2RL2, GNA15, F2RL3, GNA11, GNAQ, RHOA, ROCK1
c2_cp_PID_TNF_PATHWAY	TNF, MAP4K5, SMPD1, BAG4, TRAF1, RFFL, GNB2L1, NFKB1, STAT1, NSMAF, MAP3K5, TRADD, TAB2, IKBKB, PRKCZ, TNFAIP3, MAP4K4, TRAF2, RIPK1, CAV1, MAP3K3, PRKCI, BIRC3, IKBKG, CASP8, CHUK, FADD, MAP3K7, TXN, SQSTM1, MAP3K1, MAP4K3, MAP4K2, SMPD2, TAB1, MAP2K3, TNIK, NRK, MADD, MAP2K7, RELA, ADAM17, TNFRSF1B, CYLD, TNFRSF1A, BIRC2
c2_cp_PID_TOLL_ENDOGENOUS_PATHWAY	RHOA, HMGB1, LY96, TIRAP, BGN, IKBKB, IRAK1, IKBKG, HSPD1, CHUK, SFTPA1, IRAK2, VCAN, TLR2, TLR1, TLR3, TLR6, CD14, TICAM1, TLR4, SAA1, S100A9, S100A8, MYD88, IRAK4
c2_cp_PID_TRAIL_PATHWAY	CFLAR, PIK3R3, IKBKG, MAPK1, MAP2K4, PIK3CB, MAPK8, TNFRSF10A, TNFRSF10D, MAPK3, FADD, TNFRSF10C, TNFRSF10B, DAP3, TNFSF10, TRADD, CASP10, IKBKB, RIPK1, CASP8, SMPD1, CHUK, MAP3K1, PIK3R2, PIK3R1, TRAF2, PIK3CD, PIK3CA
c2_cp_PID_TRKR_PATHWAY	DOCK1, ARHGAP32, ABL1, MAGED1, DNAJA3, RHOA, CRKL, TIAM1, NTRK3, MAPK1, HRAS, CRK, KRAS, RASGRF1, SH2B1, RHOG, CCND1, SOS1, NEDD4L, FRS2, RAPGEF1, EHD4, MAP2K1, RAC1, NTF4, PLCG1, GAB2, SQSTM1, GRB2, SHC3, RIT2, CDC42, PRKCI, NTRK1, RAP1B, STAT3, DNM1, PTPN11, RASA1, SHC2, ELMO1, NGFR, NTRK2, FRS3, PIK3CA, NRAS, BDNF, FAIM, PRKCZ, SHC1, NGF, MATK, NTF3, GAB1, MCF2L, PIK3R1, MAPK3, RGS19, RAP1A, RIT1, GIPC1, DYNLT1
c2_cp_PID_TXA2PATHWAY	TBXA2R, PRKCA, ADRBK1, RAB11A, GNB1, GNA14, ARHGEF1, LYN, PRKCE, FGR, RHOA, RAC1, BLK, VCAM1, PRKCQ, PRKCD, GNAQ, EGFR, PRKCZ, PRKACA, PTGDR, SELE, MAPK14, GNA12, AKT1, GNAI2, TGM2, NOS3, ROCK1, PIK3R5, SLC9A3R1, PLCB2, PIK3CG, SRC, SYK, YES1, PIK3R6, DNM1, ICAM1, LCK, ARR3, PRKCH, GNG2, FYN, PRKCB, PRKG1, HCK, MAPK11, ADRBK2, GNA11, PTGIR, GNB5, GNA15, GNA13, PRKCG, ARRB2, EGF
c2_cp_PID_UPA_UPAR_PATHWAY	ELANE, MMP12, MMP3, PDGFD, VTN, FGA, VLDLR, TGFB1, ITGA5, GPLD1, KLK4, FPR1, LRP1, FN1, PDGFRB, NCL, ITGB5, ITGAM, RAC1, ITGB3, CRK, DOCK1, EGFR, HGF, PLAUR, PLG, PLAU, CTSG, MMP9, FPR3, SERPINE1, FGB, MMP13, BCAR1, FGG, CTRC, ITGB1, ITGB2, SRC, ITGA3, ITGAV, FPR2
c2_cp_PID_VEGF_VEGFR_PATHWAY	FLT1, VEGFA, PGF, FIGF, NRP2, KDR, FLT4, VEGFB, NRP1, VEGFC
c2_cp_PID_VEGFR1_2_PATHWAY	MAPK1, AKAP1, MAP2K2, ROCK1, PRKAA1, PTK2, MAP2K6, PRKCA, KDR, CDH5, MAPK14, FYN, GRB10, GRB2, VEGFA, PIK3R1, CDC42, PTPRJ, HSP90AB1, PRKCB, MAPKAPK2, MAPK11, HGS, PTPN11, ARF1, MYOF, VCL, DNM2, ITGB3, PTPN6, NCK1, FBXW11, CBL, PDPK1, MAP2K1, PRKACA, RAF1, NCK2, SH2D2A, PRKAB1, PRKAG1, VTN, MAP2K3, FLT1, CAMKK2, PIK3CA, PTK2B, PRKAA2, MAPK3, PLCG1, IQGAP1, SRC, ITGAV, GAB1, CTNNB1, PRKCD, AKT1, PTPN2, PAK2, CTNNA1, SHB, HSP90AA1, PXN, NOS3, NEDD4, CAV1, BRAF, FES, RHOA
c2_cp_PID_VEGFR1_PATHWAY	RASA1, PIK3R1, MAPK3, PRKCA, NCK1, AKT1, CBL, FLT1, PIK3CA, NRP2, CD2AP, PLCG1, VEGFA, SHC2, VEGFB, PRKCB, MAPK1, PDPK1, NOS3, HIF1A, PRKACA, PGF, CAV1, PTPN11, HSP90AA1, NRP1
c2_cp_PID_WNT_CANONICAL_PATHWAY	LRP6, GSK3A, AXIN1, CUL3, WNT3A, DVL3, GSK3B, FZD5, PPP2R5A, CSNK1G1, DVL1, PI4K2A, CTNNB1, DVL2, APC, NKD2, PIP5K1B, RANBP3, KLHL12, CAV1
c2_cp_PID_WNT_NONCANONICAL_PATHWAY	YES1, PRKCZ, MAP3K7, TAB2, FLNA, CSNK1A1, CDC42, DAAM1, FZD7, WNT5A, ROR2, NFATC2, SETDB1, NLK, ROCK1, RAC1, ARRB2, FZD5, MAPK8, CHD7, MAPK9, PPARG, CAMK2A, DVL1, RHOA, FZD6, CTHRC1, DVL2, DVL3, FZD2, TAB1, MAPK10
c2_cp_PID_WNT_SIGNALING_PATHWAY	DKK1, WNT3A, FZD9, WNT2, WNT7A, IGFBP4, WNT1, FZD8, FZD1, KREMEN2, LRP6, KREMEN1, FZD2, LRP5, FZD6, RSPO1, WNT7B, FZD4, CTHRC1, WNT5A, RYK, FZD5, ATP6AP2, WNT3, ROR2, WIF1, FZD10, FZD7
c2_cp_REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	RPL35, RPL7AP27, EIF1AX, EIF2S1, EIF2S3, EIF4A1, EIF4A2, EIF4B, EIF4E, EIF4G1, FAU, RPL13A, RPL36, PABPC1, EIF3K, RPL10P16, FAM153A, EIF3FP3, RPL36P14, EIF3E, RPSAP12, RPS8P10, RPL7AP66, RPL10P9, RPS12P4, RPSA, RPS26P10, RPL23AP2, RPS12P22, RPL21P29, RPS26P35, RPL10A, RPL26L1, RPL3, RPL3L, RPL4, RPL5, RPL6, RPL7, RPL7A, RPL8, RPL9, RPL10, RPL11, RPL12, RPL13, RPL15, RPL17, RPL18, RPL18A, RPL19, RPL21, RPL22, RPL23A, RPL24, RPL26, RPL27, RPL30, RPL27A, RPL28, RPL29, RPL31, RPL32, RPL34, RPL35A, RPL37, RPL37A, RPL38, RPL39, RPL41, RPL36A, RPLP0, RPLP1, RPLP2, RPS2, RPS3, RPS3A, RPS4X, RPS4Y1, RPS5, RPS6, RPS7, RPS8, RPS9, RPS10, RPS11, RPS12, RPS13, RPS14, RPS15, RPS15A, RPS16, RPS17, RPS18, RPS19, RPS20, RPS21, RPS23, RPS24, RPS25, RPS26, RPS27, RPS27A, RPS28, RPS29, RPL6P19, LOC641895, RPL36AP31, RPS29P3, RPS26P28, RPL36AP8, RPL26P22, RPS26P20, RPS15AP11, RPS26P50, RPL22P11, RPL17P6, RPS13P8, RPS28P4, RPL32P16, LOC646184, RPS28P7, RPL12P2, LOC647074, RPL23AP42, RPL5P1, RPL36AP51, LOC649602, RPS28P9, RPL34P27, LOC651825, LOC651894, LOC652607, RPL26P30, RPSAP9, RPL19P9, RPL21P119, RPL31P17, LOC653881, LOC653994, RPL31P31, RPL15P17, RPL23AP18, RPL26P24, RPL21P75, RPS27AP11, RPS26P7, RPL21P134, RPS26P25, RPS19P3, RPL36AP23, RPS18P10, RPL17P36, RPL36AP37, RPL21P16, RPL23AP74, RPS15P5, RPL23AP63, RPS10P9, LOC730343, RPS18P5, UBA52, RPL34P31, EIF4H, EIF3A, EIF3B, EIF3C, EIF3D, EIF3F, EIF3G, EIF3H, EIF3I, EIF3J, EIF2S2, RPL14, RPL23
c2_cp_REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	GPC6, B4GALT7, B3GALT6, B3GAT2, VCAN, NCAN, CSPG4, DCN, GPC2, GPC4, GPC5, B3GAT3, B3GAT1, GPC3, GPC1, GXYLT1, HSPG2, AGRN, BGN, SDC1, BCAN, SDC2, SDC4, GXYLT2, SDC3
c2_cp_REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	ADH1A, ADAL, NT5C2, GUK1, PCK1, ABCB1, SLC22A1, SLC22A3, SLC22A2, ABCG2
c2_cp_REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	ABCC5, ABCB6, ABCC9, ABCC4, ABCA7, ABCA10, ABCA9, ABCA8, CFTR, ABCC2, ABCA2, ABCA3, ABCD1, ABCD2, ABCB10, ABCA6, ABCA4, ABCA12, APOA1, ABCB5, ABCC6, ABCC1, ABCB1, PEX19, ABCD3, ABCG4, ABCG5, ABCG8, ABCD1P5, ABCC8, PEX3, ABCC11, ABCC3, ABCG1
c2_cp_REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	ABCA7, ABCA10, ABCA9, ABCA2, ABCA3, ABCD1, ABCD2, ABCA6, ABCA12, APOA1, PEX19, ABCD3, ABCG4, ABCG5, ABCG8, ABCD1P5, PEX3, ABCG1
c2_cp_REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	NCBP2, COBRA1, GTF2F1, GTF2F2, NCBP1, TH1L, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, SUPT4H1, SUPT5H, WHSC2, RDBP, CTDP1
c2_cp_REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	CHRNA1, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG, CHRNA9, LOC732445, CHRNA6, CHRFAM7A
c2_cp_REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	CHAT, RIMS1, RAB3A, SLC5A7, SLC18A3, SNAP25, STX1A, STXBP1, VAMP2, SYT1
c2_cp_REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	CPT1A, CPT1B, CPT2, ACSL1, ACACB, PRKAG2, CAB39, PRKAG3, STRADB, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, LOC644462, STK11, SLC25A20, CAB39L, STRADA
c2_cp_REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	ADAM10, DTX2, CNTN1, MIB2, JAG1, DTX1, DTX4, NCSTN, DLL1, JAG2, ARRB1, ARRB2, APH1A, DLL4, PSENEN, PSEN1, PSEN2, MIB1, RPS27A, ADAM17, RPS27AP11, UBA52, APH1B, NUMB, DLK1, NEURL, DNER
c2_cp_REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	FGF1, FGF2, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGF10, FGFR2, FGF20, FGF22, FGF23, FGF18, FGF17
c2_cp_REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	NOD1, TAB1, MAPK14, TAB2, TAB3, IRAK1, IRAK2, MAPK11, MAP2K3, MAP2K6, NOD2, LOC650832, MAP3K7, TRAF6, MAPKAPK3, IKBKG, RIPK2, MAPKAPK2
